text,label
you have not talk about s real picture video genocide not a single tweet prime time discussion on bengalburning you r talking about one odd old video how much shameless bigoted person you are hope you get sleep in,0
yeahj she mean pussy hat,0
ngo and volunteer have been the largest group that have helped india during this crisis and are continuing to do so we do not need an incompetent power hungry arrogant narcissist to come around now and state this resignpmodi covidindia modiresign,0
this is the first time in my life i am not feeling safe in my own house in my own land and canot do anything for it such a shame to people who say they are leader of our country covidindia indiacovidcrisis,0
pak pm imran khan continue to rake up the issue of islamophobia around the world to deviate world attention from islamofascism is on rampage at home minority are under incessant persecution in failedstatepakistan must watch backhandindexpointingdown,1
lol holy shit,1
sure had heap a a teen of course i did not roll with the cool destroyer kid but our group would pas out peacefully to my parent mirth rather than chagrin wa rural though which might have had a factor guess it depends on how shitbag the kid are,1
in gurgaon hospital staff ran away because they realised they could not take care of patient because of the lack of oxygen cylinder dead how pathetic this can be no doctor nurse chemist not even the security guard stayed there indiacovidcrisis oxygencrisis life,0
hahahaha stop it a my hair still is not great and if she ever messaged me i would say i did not notice and unfolowed by accident a i am a shitbag,0
you are the waste fellow you and your govt totally fail to resolve the issue of karnataka people and do not communalise the matter if you people are not capable to run d govt resignsudhakar resignpmodi resignbsy modikavacinejumla,0
it a shame bengalviolence bengalburning,1
what a bunch of absolute fucking idiot in india indiacovidcrisis brainless moron wonder why they have a crisis this is goa sent by an armenian living there for month womanfacepalming,0
respected prime minister how can we stop this wave of devastation there is pain anxiety insecurity why are not are we looking at complete nation lockdown india fightagainstcovid indiacovidcrisis,1
respected member i and my family member cancelled all our program at the time of election and voted for you people now i feel i did wrongwb is burning and mamata is taking oath bengalburning presidentsruleinbengal,1
sexy pimp mayor prentis all hail,1
that is are more horofying news prayforindia foldedhands indiacovidcrisis pleadingfacefoldedhandspleadingfacefoldedhands,1
the mother of chinesevirus chinesewuhanvirus mocking india is uncaled for remember karma is a bitch that spare none mark my word shameonchina,0
now i am not sad i am fucking furious do not bop me motherfucker,0
i find it quite remarkable that literally lucifer the lightbearer can state thing that nobody know of vital importance to the survival of the human race and on a good day one person may give a like but some numpty twaters on a load of bollock and thousand retwet it,0
you big fucking dumbass learn to be a normal fuxking person who is not an asshole,0
the current pandemic ha shown that if india is to survive a a country it need robust public system that cater to everybody and not just politically advantageous vote bank i channel some of my anxiety heartbreak and rage into an oped on indiacovidcrisis for,1
business are closed from last month but emis are due i canot arrange money to pay emis we want month loan moratorium or else we will die it is matter of survival it is need of time please raise voice modikavacinejumla modiresign farmlawsnextpandemic moratorium,1
